split,open_time,close_time,side,regime,reason,entry,sl,tp,exit,exit_reason,pnl,pnl_points,r_multiple,bars_held
train,2024-02-26 10:15:00,2024-02-26 10:15:00,sell,range,range_sell_research,2034.83,2035.523967934236,2034.1360320657639,2035.523967934236,sl,-0.006939679342360706,-0.6939679342360705,-1.0,0
train,2024-02-26 14:15:00,2024-02-26 14:15:00,buy,range,range_buy_research,2031.76,2030.9623286714266,2032.5576713285734,2032.5576713285734,tp,0.00797671328573415,0.7976713285734149,1.0,0
train,2024-03-06 10:00:00,2024-03-06 10:00:00,sell,range,range_sell_research,2128.51,2129.404820105779,2127.6151798942215,2127.6151798942215,tp,0.008948201057787628,0.8948201057787628,1.0,0
train,2024-03-07 12:00:00,2024-03-07 13:15:00,buy,trend_up,trend_buy_research,2157.73,2154.210045522817,2163.7139226112113,2154.210045522817,sl,-0.03519954477183092,-3.5199544771830915,-1.0,5
train,2024-03-07 15:15:00,2024-03-07 15:15:00,sell,range,range_sell_research,2158.1,2159.5344009716364,2156.6655990283634,2159.5344009716364,sl,-0.014344009716364781,-1.434400971636478,-1.0,0
train,2024-03-08 05:15:00,2024-03-08 05:15:00,buy,range,range_buy_research,2155.75,2154.776346365416,2156.723653634584,2156.723653634584,tp,0.00973653634584025,0.973653634584025,1.0,0
train,2024-03-11 17:00:00,2024-03-11 17:00:00,sell,range,range_sell_research,2181.79,2183.33927261633,2180.2407273836698,2180.2407273836698,tp,0.015492726163301995,1.5492726163301995,1.0,0
train,2024-03-11 19:00:00,2024-03-11 19:15:00,sell,range,range_sell_research,2184.34,2186.0075481083213,2182.672451891679,2182.672451891679,tp,0.016675481083211707,1.6675481083211707,1.0,1
train,2024-03-12 06:30:00,2024-03-12 07:15:00,buy,range,range_buy_research,2177.94,2176.9831848153217,2178.8968151846784,2178.8968151846784,tp,0.009568151846783621,0.9568151846783621,1.0,3
train,2024-03-13 09:15:00,2024-03-13 09:30:00,sell,range,range_sell_research,2159.74,2160.68390975072,2158.7960902492796,2158.7960902492796,tp,0.009439097507201951,0.943909750720195,1.0,1
train,2024-03-19 05:30:00,2024-03-19 05:30:00,sell,range,range_sell_research,2161.58,2162.404513539417,2160.7554864605827,2160.7554864605827,tp,0.008245135394172393,0.8245135394172394,1.0,0
train,2024-03-20 06:00:00,2024-03-20 06:45:00,sell,range,range_sell_research,2158.97,2159.7108122913032,2158.2291877086964,2159.7108122913032,sl,-0.007408122913034276,-0.7408122913034276,-1.0,3
train,2024-03-20 11:30:00,2024-03-20 11:45:00,buy,range,range_buy_research,2156.36,2155.5155121151656,2157.2044878848346,2155.5155121151656,sl,-0.00844487884834507,-0.844487884834507,-1.0,1
train,2024-03-26 11:00:00,2024-03-26 11:00:00,sell,range,range_sell_research,2173.04,2173.935316670511,2172.144683329489,2172.144683329489,tp,0.008953166705109651,0.8953166705109652,1.0,0
train,2024-03-27 06:30:00,2024-03-27 06:30:00,sell,range,range_sell_research,2179.39,2180.6337630552075,2178.1462369447922,2178.1462369447922,tp,0.01243763055207637,1.243763055207637,1.0,0
train,2024-03-27 11:30:00,2024-03-27 11:30:00,sell,range,range_sell_research,2179.55,2180.6320772986483,2178.467922701352,2178.467922701352,tp,0.010820772986480733,1.0820772986480733,1.0,0
train,2024-04-01 20:00:00,2024-04-01 22:45:00,sell,trend_down,trend_sell_research,2238.11,2244.283492856345,2220.2068707165995,2244.283492856345,sl,-0.061734928563450926,-6.173492856345092,-1.0,11
train,2024-04-02 03:45:00,2024-04-02 04:00:00,buy,trend_up,trend_buy_research,2253.15,2249.0454394704607,2260.1277529002173,2249.0454394704607,sl,-0.041045605295394125,-4.1045605295394125,-1.0,1
train,2024-04-11 11:30:00,2024-04-11 11:30:00,buy,range,range_buy_research,2332.34,2330.504791233795,2334.1752087662053,2330.504791233795,sl,-0.018352087662051417,-1.8352087662051417,-1.0,0
train,2024-04-15 11:15:00,2024-04-15 11:15:00,buy,range,range_buy_research,2354.28,2351.769689421932,2356.7903105780683,2351.769689421932,sl,-0.02510310578068129,-2.510310578068129,-1.0,0
train,2024-04-15 17:00:00,2024-04-15 17:00:00,buy,range,range_buy_research,2348.7,2345.839697049245,2351.5603029507547,2345.839697049245,sl,-0.028603029507548856,-2.8603029507548854,-1.0,0
train,2024-04-19 18:30:00,2024-04-19 18:30:00,sell,range,range_sell_research,2393.17,2396.026646465858,2390.313353534142,2390.313353534142,tp,0.02856646465857921,2.8566464658579207,1.0,0
train,2024-04-19 19:15:00,2024-04-19 19:15:00,sell,range,range_sell_research,2392.74,2395.4960179611844,2389.983982038815,2389.983982038815,tp,0.02756017961184625,2.756017961184625,1.0,0
train,2024-04-26 07:45:00,2024-04-26 08:00:00,sell,range,range_sell_research,2335.15,2336.493647767267,2333.8063522327334,2336.493647767267,sl,-0.013436477672667025,-1.3436477672667024,-1.0,1
train,2024-05-03 10:15:00,2024-05-03 10:15:00,buy,range,range_buy_research,2298.67,2297.4300092348294,2299.9099907651707,2299.9099907651707,tp,0.012399907651706598,1.2399907651706599,1.0,0
train,2024-05-03 11:15:00,2024-05-03 11:15:00,buy,range,range_buy_research,2300.83,2299.474810892752,2302.185189107248,2299.474810892752,sl,-0.01355189107247952,-1.355189107247952,-1.0,0
train,2024-05-07 03:45:00,2024-05-07 03:45:00,sell,range,range_sell_research,2326.76,2328.0457825497983,2325.474217450202,2328.0457825497983,sl,-0.012857825497981139,-1.285782549798114,-1.0,0
train,2024-05-08 05:15:00,2024-05-08 05:15:00,buy,range,range_buy_research,2308.92,2307.7277433710765,2310.1122566289237,2307.7277433710765,sl,-0.011922566289235874,-1.1922566289235874,-1.0,0
train,2024-05-08 18:45:00,2024-05-08 18:45:00,sell,range,range_sell_research,2317.37,2319.3722963716523,2315.3677036283475,2319.3722963716523,sl,-0.020022963716523918,-2.002296371652392,-1.0,0
train,2024-05-09 01:45:00,2024-05-09 04:30:00,sell,trend_down,trend_sell_research,2309.38,2311.904640464971,2302.058542651584,2311.904640464971,sl,-0.025246404649710712,-2.524640464971071,-1.0,11
train,2024-05-14 04:30:00,2024-05-14 04:30:00,sell,range,range_sell_research,2338.71,2339.8030764415735,2337.6169235584266,2339.8030764415735,sl,-0.010930764415734302,-1.0930764415734302,-1.0,0
train,2024-05-14 14:00:00,2024-05-14 15:30:00,buy,trend_up,trend_buy_research,2345.76,2342.09629520134,2351.9882981577225,2342.09629520134,sl,-0.03663704798660092,-3.663704798660092,-1.0,6
train,2024-05-14 17:15:00,2024-05-14 17:15:00,sell,range,range_sell_research,2350.6,2352.9454045805364,2348.2545954194634,2348.2545954194634,tp,0.02345404580536524,2.345404580536524,1.0,0
train,2024-05-24 18:00:00,2024-05-24 18:15:00,buy,range,range_buy_research,2338.46,2336.363792791791,2340.556207208209,2336.363792791791,sl,-0.020962072082088525,-2.0962072082088525,-1.0,1
train,2024-05-24 19:00:00,2024-05-24 19:15:00,buy,range,range_buy_research,2334.59,2332.5008290276537,2336.6791709723466,2336.6791709723466,tp,0.020891709723464373,2.0891709723464373,1.0,1
train,2024-05-27 04:45:00,2024-05-27 05:15:00,sell,range,range_sell_research,2339.05,2340.394175805946,2337.7058241940545,2340.394175805946,sl,-0.013441758059457243,-1.3441758059457243,-1.0,2
train,2024-05-29 08:45:00,2024-05-29 08:45:00,sell,range,range_sell_research,2358.44,2359.5883207299403,2357.29167927006,2359.5883207299403,sl_same_bar,-0.011483207299402238,-1.1483207299402238,-1.0,0
train,2024-05-29 09:45:00,2024-05-29 09:45:00,buy,range,range_buy_research,2354.01,2352.7121767917583,2355.307823208242,2355.307823208242,tp,0.0129782320824188,1.29782320824188,1.0,0
train,2024-05-29 11:15:00,2024-05-29 11:15:00,buy,range,range_buy_research,2351.31,2349.945955899215,2352.674044100785,2349.945955899215,sl,-0.013640441007851223,-1.3640441007851223,-1.0,0
train,2024-05-30 01:45:00,2024-05-30 04:15:00,sell,trend_down,trend_sell_research,2337.56,2339.7779789950378,2331.12786091439,2339.7779789950378,sl,-0.022179789950378108,-2.217978995037811,-1.0,10
train,2024-06-10 14:30:00,2024-06-10 14:30:00,sell,range,range_sell_research,2299.12,2300.594286179967,2297.6457138200326,2300.594286179967,sl,-0.014742861799672937,-1.4742861799672937,-1.0,0
train,2024-06-12 10:00:00,2024-06-12 10:00:00,sell,range,range_sell_research,2314.88,2315.9575381169298,2313.8024618830705,2313.8024618830705,tp,0.010775381169296452,1.0775381169296452,1.0,0
train,2024-06-12 10:45:00,2024-06-12 10:45:00,buy,range,range_buy_research,2312.74,2311.6611752030267,2313.818824796973,2313.818824796973,tp,0.010788247969730947,1.0788247969730946,1.0,0
train,2024-06-12 12:00:00,2024-06-12 12:00:00,buy,range,range_buy_research,2312.83,2311.7446003323716,2313.915399667628,2313.915399667628,tp,0.010853996676282805,1.0853996676282804,1.0,0
train,2024-06-13 13:45:00,2024-06-13 13:45:00,sell,range,range_sell_research,2319.0,2320.3498880805887,2317.6501119194113,2317.6501119194113,tp,0.013498880805886983,1.3498880805886984,1.0,0
train,2024-06-14 06:30:00,2024-06-14 06:30:00,sell,range,range_sell_research,2306.96,2308.049887915107,2305.870112084893,2305.870112084893,tp,0.010898879151068287,1.0898879151068286,1.0,0
train,2024-06-18 10:00:00,2024-06-18 10:00:00,buy,range,range_buy_research,2320.14,2319.052434982141,2321.2275650178585,2319.052434982141,sl,-0.01087565017858651,-1.0875650178586511,-1.0,0
train,2024-06-19 10:15:00,2024-06-19 10:15:00,sell,range,range_sell_research,2330.25,2331.0874860166696,2329.4125139833304,2331.0874860166696,sl,-0.008374860166695726,-0.8374860166695726,-1.0,0
train,2024-06-24 22:00:00,2024-06-24 22:00:00,sell,range,range_sell_research,2333.87,2335.096119668145,2332.6438803318547,2332.6438803318547,tp,0.01226119668145202,1.226119668145202,1.0,0
train,2024-06-26 18:45:00,2024-06-27 11:30:00,sell,trend_down,trend_sell_research,2299.4,2305.25919067799,2282.4083470338296,2305.25919067799,sl,-0.05859190677989773,-5.859190677989773,-1.0,63
train,2024-07-01 08:00:00,2024-07-01 08:00:00,buy,range,range_buy_research,2323.69,2322.6331445303676,2324.7468554696325,2322.6331445303676,sl,-0.0105685546963241,-1.05685546963241,-1.0,0
train,2024-07-01 12:30:00,2024-07-01 12:45:00,sell,range,range_sell_research,2327.63,2328.9801934994325,2326.2798065005677,2326.2798065005677,tp,0.013501934994324075,1.3501934994324074,1.0,1
train,2024-07-02 13:30:00,2024-07-02 13:30:00,buy,range,range_buy_research,2324.64,2323.3344748595746,2325.945525140425,2323.3344748595746,sl_same_bar,-0.013055251404252885,-1.3055251404252886,-1.0,0
train,2024-07-08 06:15:00,2024-07-08 06:45:00,buy,range,range_buy_research,2383.01,2381.6577352151126,2384.362264784888,2381.6577352151126,sl,-0.013522647848876659,-1.3522647848876659,-1.0,2
train,2024-07-12 05:30:00,2024-07-12 05:30:00,buy,range,range_buy_research,2407.8,2406.295063993926,2409.3049360060745,2409.3049360060745,tp,0.015049360060743311,1.504936006074331,1.0,0
train,2024-07-17 18:30:00,2024-07-17 18:45:00,buy,range,range_buy_research,2464.82,2461.392650373737,2468.2473496262633,2461.392650373737,sl,-0.034273496262630945,-3.4273496262630943,-1.0,1
train,2024-07-18 16:30:00,2024-07-18 16:30:00,buy,range,range_buy_research,2462.99,2461.3688313524,2464.6111686475997,2461.3688313524,sl,-0.01621168647599916,-1.6211686475999159,-1.0,0
train,2024-07-24 09:15:00,2024-07-24 09:30:00,buy,trend_up,trend_buy_research,2419.0,2415.1809640937436,2425.492361040636,2415.1809640937436,sl,-0.038190359062564315,-3.819035906256431,-1.0,1
train,2024-07-24 15:30:00,2024-07-24 15:30:00,sell,range,range_sell_research,2417.58,2419.03679450951,2416.12320549049,2419.03679450951,sl,-0.014567945095100185,-1.4567945095100185,-1.0,0
train,2024-07-26 16:15:00,2024-07-26 16:15:00,sell,range,range_sell_research,2376.53,2378.361149698924,2374.6988503010766,2378.361149698924,sl_same_bar,-0.018311496989235822,-1.831149698923582,-1.0,0
train,2024-07-26 17:00:00,2024-07-26 17:00:00,sell,range,range_sell_research,2381.65,2383.6901473719154,2379.609852628085,2383.6901473719154,sl,-0.02040147371915282,-2.040147371915282,-1.0,0
train,2024-07-29 15:15:00,2024-07-29 15:15:00,buy,range,range_buy_research,2387.88,2386.251500147413,2389.508499852587,2389.508499852587,tp,0.016284998525870835,1.6284998525870833,1.0,0
train,2024-07-29 16:30:00,2024-07-29 16:30:00,sell,range,range_sell_research,2393.6,2395.4203989423427,2391.779601057657,2395.4203989423427,sl_same_bar,-0.01820398942342763,-1.820398942342763,-1.0,0
train,2024-07-29 18:00:00,2024-07-29 18:00:00,buy,range,range_buy_research,2381.33,2379.178342213253,2383.481657786747,2379.178342213253,sl,-0.021516577867469095,-2.1516577867469096,-1.0,0
train,2024-07-29 21:00:00,2024-07-29 22:30:00,sell,trend_down,trend_sell_research,2378.27,2384.022577572269,2361.5875250404206,2384.022577572269,sl,-0.057525775722688195,-5.7525775722688195,-1.0,6
train,2024-07-30 07:45:00,2024-07-30 07:45:00,sell,range,range_sell_research,2385.93,2387.1726932920014,2384.6873067079982,2387.1726932920014,sl,-0.012426932920016042,-1.2426932920016043,-1.0,0
train,2024-08-06 09:30:00,2024-08-06 09:30:00,buy,range,range_buy_research,2406.46,2403.9809836108443,2408.9390163891558,2403.9809836108443,sl,-0.024790163891557315,-2.4790163891557313,-1.0,0
train,2024-08-07 20:45:00,2024-08-07 20:45:00,buy,range,range_buy_research,2392.96,2390.8445740035604,2395.0754259964397,2390.8445740035604,sl,-0.021154259964396262,-2.115425996439626,-1.0,0
train,2024-08-09 06:30:00,2024-08-09 06:30:00,buy,range,range_buy_research,2421.94,2420.4219476192297,2423.4580523807704,2420.4219476192297,sl,-0.01518052380770314,-1.518052380770314,-1.0,0
train,2024-08-09 09:15:00,2024-08-09 09:15:00,buy,range,range_buy_research,2418.2,2416.7892454272555,2419.610754572744,2419.610754572744,tp,0.014107545727442812,1.4107545727442812,1.0,0
train,2024-08-09 20:15:00,2024-08-09 20:15:00,sell,range,range_sell_research,2433.67,2435.6420598245268,2431.6979401754734,2435.6420598245268,sl,-0.019720598245266955,-1.9720598245266956,-1.0,0
train,2024-08-12 08:15:00,2024-08-12 08:30:00,sell,range,range_sell_research,2432.55,2433.700793726588,2431.3992062734123,2431.3992062734123,tp,0.011507937265878355,1.1507937265878354,1.0,1
train,2024-08-16 05:45:00,2024-08-16 05:45:00,buy,range,range_buy_research,2456.19,2454.906862962244,2457.4731370377563,2454.906862962244,sl,-0.012831370377562053,-1.2831370377562052,-1.0,0
train,2024-08-16 06:45:00,2024-08-16 07:00:00,buy,range,range_buy_research,2453.33,2452.018296674944,2454.641703325056,2452.018296674944,sl,-0.013117033250559872,-1.311703325055987,-1.0,1
train,2024-08-19 11:45:00,2024-08-19 11:45:00,sell,range,range_sell_research,2504.44,2506.0794338287783,2502.800566171222,2502.800566171222,tp,0.016394338287782376,1.6394338287782375,1.0,0
train,2024-08-19 15:45:00,2024-08-19 17:00:00,sell,trend_down,trend_sell_research,2491.43,2496.3192187497234,2477.2512656258014,2496.3192187497234,sl,-0.04889218749723568,-4.889218749723568,-1.0,5
train,2024-08-21 06:15:00,2024-08-21 06:15:00,sell,range,range_sell_research,2515.35,2516.832520767328,2513.867479232672,2513.867479232672,tp,0.014825207673279692,1.4825207673279692,1.0,0
train,2024-08-21 11:00:00,2024-08-21 11:00:00,buy,range,range_buy_research,2509.78,2508.0771696214974,2511.482830378503,2511.482830378503,tp,0.017028303785027673,1.7028303785027674,1.0,0
train,2024-08-22 16:15:00,2024-08-22 16:45:00,sell,trend_down,trend_sell_research,2498.86,2504.22539516624,2483.3003540179043,2483.3003540179043,tp,0.15559645982095846,15.559645982095844,2.899999999999983,2
train,2024-08-27 18:00:00,2024-08-27 18:15:00,sell,range,range_sell_research,2514.76,2516.877422956861,2512.642577043139,2516.877422956861,sl,-0.02117422956860992,-2.1174229568609917,-1.0,1
train,2024-09-06 07:45:00,2024-09-06 08:00:00,sell,range,range_sell_research,2518.64,2519.4039928633747,2517.876007136625,2519.4039928633747,sl,-0.007639928633748241,-0.7639928633748241,-1.0,1
train,2024-09-09 07:00:00,2024-09-09 07:30:00,sell,range,range_sell_research,2499.3,2500.478284313972,2498.1217156860284,2498.1217156860284,tp,0.011782843139717444,1.1782843139717443,1.0,2
train,2024-09-09 21:45:00,2024-09-10 15:30:00,buy,trend_up,trend_buy_research,2503.11,2498.8810897076637,2510.299147496972,2510.299147496972,tp,0.07189147496972055,7.189147496972055,1.7000000000000322,67
train,2024-09-12 08:00:00,2024-09-12 08:00:00,sell,range,range_sell_research,2517.07,2517.8972912771137,2516.2427087228866,2517.8972912771137,sl,-0.008272912771135453,-0.8272912771135452,-1.0,0
train,2024-09-13 18:45:00,2024-09-16 06:00:00,buy,trend_up,trend_buy_research,2578.89,2573.132934777126,2588.677010878885,2588.677010878885,tp,0.09787010878885212,9.787010878885212,1.6999999999999762,41
train,2024-09-17 05:45:00,2024-09-17 05:45:00,sell,range,range_sell_research,2583.73,2584.707367168512,2582.752632831488,2582.752632831488,tp,0.009773671685120461,0.9773671685120462,1.0,0
train,2024-09-18 07:15:00,2024-09-18 07:15:00,sell,range,range_sell_research,2574.43,2575.541797069167,2573.3182029308327,2573.3182029308327,tp,0.011117970691670961,1.1117970691670962,1.0,0
train,2024-09-18 16:15:00,2024-09-18 16:30:00,buy,trend_up,trend_buy_research,2577.64,2573.932198412255,2583.9432626991666,2573.932198412255,sl,-0.03707801587745053,-3.7078015877450525,-1.0,1
train,2024-09-20 08:00:00,2024-09-20 08:00:00,sell,range,range_sell_research,2593.77,2594.8105589165557,2592.7294410834443,2592.7294410834443,tp,0.010405589165557103,1.0405589165557103,1.0,0
train,2024-09-20 22:00:00,2024-09-23 04:00:00,buy,trend_up,trend_buy_research,2621.77,2617.1618844254494,2629.603796476736,2617.1618844254494,sl,-0.046081155745505385,-4.608115574550538,-1.0,20
train,2024-09-25 09:00:00,2024-09-25 09:00:00,buy,range,range_buy_research,2657.28,2655.5934952176253,2658.966504782375,2655.5934952176253,sl_same_bar,-0.01686504782374868,-1.6865047823748682,-1.0,0
train,2024-09-25 16:45:00,2024-09-25 16:45:00,sell,range,range_sell_research,2662.22,2664.0498509380795,2660.39014906192,2664.0498509380795,sl,-0.01829850938079744,-1.829850938079744,-1.0,0
train,2024-09-25 17:45:00,2024-09-25 17:45:00,sell,range,range_sell_research,2661.73,2663.778776424992,2659.681223575008,2659.681223575008,tp,0.020487764249919566,2.0487764249919564,1.0,0
train,2024-09-26 07:15:00,2024-09-26 08:00:00,sell,range,range_sell_research,2661.39,2662.6014663509986,2660.178533649001,2660.178533649001,tp,0.012114663509987623,1.2114663509987622,1.0,3
train,2024-09-26 08:45:00,2024-09-26 08:45:00,sell,range,range_sell_research,2662.56,2663.6824160630476,2661.4375839369523,2661.4375839369523,tp,0.011224160630476945,1.1224160630476945,1.0,0
train,2024-09-27 16:00:00,2024-09-27 16:00:00,sell,range,range_sell_research,2670.03,2671.853137612044,2668.2068623879563,2668.2068623879563,tp,0.018231376120438653,1.8231376120438654,1.0,0
train,2024-10-02 07:15:00,2024-10-02 07:15:00,buy,range,range_buy_research,2655.89,2654.6794098250853,2657.1005901749145,2654.6794098250853,sl,-0.012105901749146141,-1.2105901749146142,-1.0,0
train,2024-10-03 19:30:00,2024-10-03 19:30:00,sell,range,range_sell_research,2653.07,2655.541035556605,2650.5989644433953,2655.541035556605,sl,-0.02471035556604875,-2.4710355566048747,-1.0,0
train,2024-10-08 06:00:00,2024-10-08 06:00:00,buy,range,range_buy_research,2635.77,2633.821917234027,2637.718082765973,2637.718082765973,tp,0.019480827659731404,1.9480827659731403,1.0,0
train,2024-10-08 10:15:00,2024-10-08 10:15:00,buy,range,range_buy_research,2636.99,2635.0934376137097,2638.88656238629,2635.0934376137097,sl,-0.01896562386290043,-1.896562386290043,-1.0,0
train,2024-10-08 12:15:00,2024-10-08 12:45:00,sell,trend_down,trend_sell_research,2636.4,2641.1310634306833,2622.6799160510186,2641.1310634306833,sl,-0.04731063430683207,-4.731063430683207,-1.0,2
train,2024-10-10 06:15:00,2024-10-10 06:15:00,sell,range,range_sell_research,2615.04,2616.281859402776,2613.798140597224,2616.281859402776,sl,-0.012418594027758445,-1.2418594027758445,-1.0,0
train,2024-10-10 11:15:00,2024-10-10 11:45:00,sell,range,range_sell_research,2616.1,2617.4708463658562,2614.7291536341436,2614.7291536341436,tp,0.013708463658563232,1.3708463658563232,1.0,2
train,2024-10-10 12:45:00,2024-10-10 13:30:00,sell,range,range_sell_research,2616.52,2617.7976144428862,2615.2423855571137,2617.7976144428862,sl,-0.012776144428862608,-1.2776144428862608,-1.0,3
train,2024-10-10 14:15:00,2024-10-10 14:15:00,sell,range,range_sell_research,2617.47,2618.661483753043,2616.2785162469568,2616.2785162469568,tp,0.011914837530430305,1.1914837530430304,1.0,0
train,2024-10-17 13:45:00,2024-10-17 13:45:00,sell,range,range_sell_research,2686.82,2688.469804587724,2685.1701954122764,2688.469804587724,sl,-0.016498045877237928,-1.6498045877237928,-1.0,0
train,2024-10-17 17:30:00,2024-10-17 17:30:00,sell,range,range_sell_research,2689.65,2691.89165633669,2687.40834366331,2691.89165633669,sl,-0.022416563366900847,-2.2416563366900846,-1.0,0
train,2024-10-21 17:00:00,2024-10-21 17:00:00,sell,range,range_sell_research,2739.0,2740.8602434920526,2737.1397565079474,2737.1397565079474,tp,0.01860243492052632,1.860243492052632,1.0,0
train,2024-10-22 16:15:00,2024-10-22 16:15:00,sell,range,range_sell_research,2736.13,2737.80379553525,2734.45620446475,2737.80379553525,sl,-0.01673795535250065,-1.6737955352500649,-1.0,0
train,2024-10-22 17:00:00,2024-10-22 17:00:00,sell,range,range_sell_research,2735.82,2737.6416930725018,2733.9983069274986,2737.6416930725018,sl_same_bar,-0.01821693072501603,-1.8216930725016027,-1.0,0
train,2024-10-29 16:30:00,2024-10-29 16:30:00,sell,range,range_sell_research,2755.15,2757.0497137036295,2753.2502862963706,2757.0497137036295,sl_same_bar,-0.01899713703629459,-1.899713703629459,-1.0,0
train,2024-10-30 06:00:00,2024-10-30 09:15:00,buy,trend_up,trend_buy_research,2780.47,2777.000351780582,2786.36840197301,2786.36840197301,tp,0.05898401973010096,5.898401973010095,1.7000000000000262,13
train,2024-10-30 15:30:00,2024-10-30 15:30:00,buy,range,range_buy_research,2778.58,2777.0236624540357,2780.136337545964,2777.0236624540357,sl_same_bar,-0.015563375459641975,-1.5563375459641975,-1.0,0
train,2024-10-30 17:00:00,2024-10-30 17:15:00,buy,range,range_buy_research,2777.56,2775.255473746603,2779.864526253397,2779.864526253397,tp,0.023045262533969435,2.3045262533969435,1.0,1
train,2024-10-30 20:45:00,2024-10-30 22:00:00,sell,range,range_sell_research,2788.91,2790.961862472006,2786.8581375279937,2786.8581375279937,tp,0.02051862472006178,2.051862472006178,1.0,5
train,2024-10-31 07:45:00,2024-10-31 08:00:00,buy,range,range_buy_research,2784.15,2782.9434439562715,2785.3565560437287,2782.9434439562715,sl,-0.012065560437285967,-1.2065560437285967,-1.0,1
train,2024-10-31 10:15:00,2024-10-31 10:30:00,buy,range,range_buy_research,2781.15,2779.754087308911,2782.545912691089,2782.545912691089,tp,0.013959126910890518,1.3959126910890518,1.0,1
train,2024-11-01 16:30:00,2024-11-01 16:30:00,sell,range,range_sell_research,2753.71,2756.065775959013,2751.354224040987,2756.065775959013,sl,-0.023557759590130446,-2.3557759590130445,-1.0,0
train,2024-11-04 07:30:00,2024-11-04 07:30:00,sell,range,range_sell_research,2741.05,2742.403274833139,2739.696725166861,2739.696725166861,tp,0.013532748331390395,1.3532748331390394,1.0,0
train,2024-11-04 11:15:00,2024-11-04 11:15:00,buy,range,range_buy_research,2733.84,2732.19456534813,2735.4854346518705,2735.4854346518705,tp,0.01645434651870346,1.645434651870346,1.0,0
train,2024-11-04 12:30:00,2024-11-04 12:45:00,sell,range,range_sell_research,2742.04,2743.8723700340574,2740.2076299659425,2740.2076299659425,tp,0.01832370034057476,1.832370034057476,1.0,1
train,2024-11-04 15:30:00,2024-11-04 15:30:00,sell,range,range_sell_research,2740.72,2742.3935716981155,2739.046428301884,2742.3935716981155,sl_same_bar,-0.016735716981156657,-1.6735716981156656,-1.0,0
train,2024-11-04 16:15:00,2024-11-04 16:15:00,sell,range,range_sell_research,2745.91,2747.6672336081488,2744.152766391851,2744.152766391851,tp,0.017572336081489084,1.7572336081489084,1.0,0
train,2024-11-05 16:45:00,2024-11-05 16:45:00,sell,range,range_sell_research,2745.24,2747.0121067834384,2743.467893216561,2747.0121067834384,sl_same_bar,-0.017721067834386303,-1.7721067834386304,-1.0,0
train,2024-11-05 17:45:00,2024-11-05 17:45:00,buy,range,range_buy_research,2738.24,2735.9919710057843,2740.4880289942153,2740.4880289942153,tp,0.02248028994215474,2.248028994215474,1.0,0
train,2024-11-06 03:15:00,2024-11-06 03:15:00,buy,range,range_buy_research,2738.87,2737.225609621276,2740.514390378724,2740.514390378724,tp,0.01644390378723983,1.6443903787239833,1.0,0
train,2024-11-06 04:00:00,2024-11-06 04:00:00,sell,range,range_sell_research,2747.13,2749.083921524073,2745.176078475927,2745.176078475927,tp,0.01953921524072939,1.953921524072939,1.0,0
train,2024-11-06 05:45:00,2024-11-06 06:00:00,buy,range,range_buy_research,2734.79,2731.9417756053344,2737.6382243946655,2737.6382243946655,tp,0.028482243946655217,2.8482243946655217,1.0,1
train,2024-11-15 04:00:00,2024-11-15 04:00:00,buy,range,range_buy_research,2565.06,2563.296381766398,2566.823618233602,2566.823618233602,tp,0.017636182336018463,1.7636182336018464,1.0,0
train,2024-11-15 16:45:00,2024-11-15 16:45:00,sell,range,range_sell_research,2570.86,2573.55439759309,2568.1656024069102,2573.55439759309,sl,-0.026943975930898888,-2.6943975930898887,-1.0,0
train,2024-11-15 19:15:00,2024-11-15 20:00:00,buy,range,range_buy_research,2563.2,2560.5022201634033,2565.8977798365963,2560.5022201634033,sl,-0.0269777983659651,-2.69777983659651,-1.0,3
